customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3657-['H' 'L' 'U' 'P' 'H'],Male,0,No,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.35, ,No
2289-['T' 'O' 'D' 'Z' 'O'],Male,0,No,No,4,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,51.1,217.19,Yes
5669-['K' 'F' 'D' 'I' 'I'],Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,85.11,413.55,Yes
8778-['W' 'E' 'O' 'I' 'B'],Female,0,No,Yes,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),85.68,4280.69,No
4140-['J' 'O' 'N' 'N' 'W'],Female,0,No,No,43,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),47.08,2020.49,No
6004-['P' 'H' 'H' 'Q' 'Q'],Male,0,No,No,65,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),61.38,3994.60,No
4810-['A' 'Q' 'Z' 'X' 'P'],Male,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.25,588.21,No
4376-['Y' 'B' 'Y' 'N' 'G'],Female,0,No,Yes,33,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.14,2988.86,Yes
1992-['Q' 'J' 'F' 'G' 'Y'],Female,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.9,131.87,No
1357-['E' 'B' 'R' 'X' 'Q'],Female,0,No,Yes,61,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,48.76,2946.49,No
4129-['W' 'G' 'U' 'S' 'G'],Female,1,No,No,0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,57.89, ,Yes
7294-['G' 'P' 'L' 'O' 'O'],Male,1,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.65,565.77,No
9042-['B' 'C' 'S' 'T' 'Y'],Male,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.79,100.87,Yes
7713-['O' 'P' 'A' 'O' 'L'],Female,0,No,No,63,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),54.22,3425.33,Yes
8398-['K' 'T' 'K' 'Q' 'C'],Female,1,No,No,54,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,94.34,5083.32,Yes
5719-['E' 'B' 'W' 'Z' 'Z'],Female,1,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,77.7,4514.69,Yes
9644-['O' 'L' 'J' 'V' 'Q'],Male,0,No,No,4,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,68.4,287.69,Yes
8379-['T' 'K' 'H' 'O' 'B'],Female,0,Yes,No,54,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Electronic check,70.57,3796.12,No
6718-['F' 'U' 'M' 'H' 'K'],Male,0,No,No,56,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),53.1,2992.22,Yes
5272-['V' 'M' 'C' 'U' 'X'],Male,0,No,No,0,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,43.15, ,Yes
5806-['L' 'D' 'X' 'Z' 'K'],Male,1,Yes,No,16,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,49.18,771.16,No
4665-['G' 'E' 'P' 'K' 'V'],Male,0,No,No,2,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,45.93,93.82,No
8882-['J' 'W' 'W' 'B' 'P'],Male,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),70.87,3885.70,Yes
4408-['J' 'R' 'L' 'H' 'Z'],Female,0,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.97,541.30,Yes
6690-['T' 'X' 'C' 'F' 'B'],Male,0,Yes,Yes,10,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.99,553.75,Yes
4554-['Q' 'I' 'D' 'V' 'W'],Male,0,Yes,Yes,2,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),47.32,109.00,No
6729-['X' 'I' 'N' 'Z' 'K'],Female,0,No,Yes,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),80.45,2729.03,Yes
4713-['U' 'B' 'E' 'G' 'V'],Female,0,No,No,0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,61.22, ,Yes
7723-['N' 'B' 'W' 'L' 'J'],Female,0,No,No,67,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,83.4,5599.12,Yes
1984-['A' 'S' 'W' 'P' 'O'],Female,0,Yes,No,0,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,44.76, ,Yes
6983-['N' 'I' 'U' 'W' 'O'],Female,0,Yes,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,63.3,63.30,Yes
5345-['G' 'D' 'U' 'R' 'H'],Male,0,No,No,51,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,91.75,4687.83,Yes
9075-['O' 'O' 'Q' 'B' 'L'],Male,0,Yes,Yes,69,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),56.23,3835.38,No
4110-['F' 'N' 'W' 'E' 'D'],Male,0,Yes,No,68,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),74.42,5079.14,Yes
9958-['O' 'G' 'C' 'M' 'J'],Male,0,No,Yes,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),45.26,81.97,Yes
4009-['L' 'X' 'V' 'L' 'S'],Male,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.16,257.35,No
2970-['U' 'C' 'F' 'B' 'X'],Male,1,Yes,No,38,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,83.31,3157.19,No
9762-['I' 'M' 'W' 'N' 'S'],Female,0,No,No,0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,79.21, ,Yes
7153-['T' 'P' 'Z' 'B' 'Y'],Male,0,No,No,39,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,47.0,1861.25,No
7861-['U' 'R' 'Z' 'F' 'G'],Female,1,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.77,629.93,No
6102-['Q' 'M' 'G' 'A' 'C'],Male,0,No,Yes,45,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),58.19,2615.42,No
9115-['R' 'G' 'U' 'Q' 'L'],Male,0,No,No,69,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,77.84,5410.28,Yes
1137-['W' 'P' 'T' 'R' 'O'],Male,0,Yes,Yes,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.25,210.97,No
8167-['W' 'K' 'R' 'F' 'A'],Female,0,No,No,51,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),51.83,2648.37,No
6515-['T' 'D' 'J' 'U' 'B'],Female,0,No,No,28,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,51.5,1458.59,Yes
2192-['J' 'T' 'K' 'Y' 'N'],Female,0,Yes,No,28,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,52.9,1499.70,No
3562-['Y' 'A' 'G' 'D' 'G'],Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,74.03,3766.11,No
1253-['J' 'O' 'P' 'F' 'D'],Male,1,Yes,No,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.3,1474.90,No
2027-['X' 'W' 'D' 'V' 'V'],Female,0,Yes,No,67,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,69.79,4661.15,No
8660-['B' 'T' 'F' 'V' 'A'],Male,0,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.25,931.71,No
6489-['U' 'D' 'E' 'E' 'O'],Female,0,No,Yes,31,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,84.2,2609.04,Yes
4623-['Z' 'G' 'L' 'Y' 'K'],Male,0,Yes,Yes,27,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),60.95,1636.34,Yes
5684-['O' 'Q' 'V' 'V' 'R'],Female,1,Yes,No,64,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,76.91,4908.25,No
2562-['H' 'F' 'K' 'Z' 'I'],Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.82,150.33,No
2017-['E' 'G' 'V' 'O' 'U'],Male,1,No,No,45,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),87.5,3928.65,No
9949-['D' 'S' 'M' 'A' 'A'],Male,1,No,No,36,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),62.86,2246.02,No
1181-['N' 'I' 'X' 'L' 'R'],Female,1,Yes,No,52,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,47.01,2439.26,No
7173-['N' 'I' 'T' 'Y' 'B'],Male,0,No,No,6,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),57.03,328.76,Yes
3364-['A' 'M' 'Y' 'J' 'H'],Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.25,1028.28,No
1125-['X' 'L' 'Q' 'Y' 'L'],Male,0,No,No,49,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,58.2,2851.61,No
7703-['J' 'Y' 'L' 'K' 'Y'],Male,0,Yes,Yes,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,37.63,196.63,Yes
9501-['T' 'M' 'B' 'T' 'G'],Male,0,Yes,No,30,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,50.97,1573.94,Yes
7717-['Y' 'C' 'T' 'L' 'E'],Male,0,No,No,55,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),81.88,4529.91,Yes
1988-['C' 'T' 'E' 'A' 'P'],Male,0,Yes,No,69,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.56,6919.27,Yes
7088-['J' 'J' 'M' 'P' 'T'],Male,0,No,No,3,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),92.5,274.60,Yes
7628-['M' 'Y' 'C' 'E' 'P'],Male,0,No,Yes,0,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,70.66, ,Yes
6970-['Q' 'R' 'R' 'Y' 'W'],Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,65.6,335.20,Yes
4111-['R' 'I' 'S' 'J' 'B'],Female,0,Yes,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,54.16,3851.31,No
8824-['Y' 'X' 'M' 'K' 'P'],Female,0,No,No,63,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),75.52,4748.64,No
9614-['C' 'P' 'S' 'T' 'P'],Male,1,No,No,48,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),44.52,2149.61,No
2633-['N' 'Z' 'T' 'J' 'S'],Male,0,Yes,No,4,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,81.83,313.25,Yes
7353-['K' 'I' 'S' 'T' 'J'],Female,0,Yes,No,26,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),82.8,2143.93,No
9797-['Z' 'C' 'C' 'X' 'H'],Female,0,Yes,No,59,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,92.11,5429.36,No
1764-['F' 'T' 'A' 'T' 'X'],Male,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.55,1523.74,No
3930-['G' 'K' 'K' 'D' 'T'],Female,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,72.91,1698.68,Yes
3366-['P' 'E' 'X' 'G' 'Y'],Female,0,No,Yes,71,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,69.46,4938.54,No
2006-['E' 'A' 'T' 'V' 'V'],Female,0,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.19,92.38,No
2896-['Z' 'U' 'E' 'V' 'F'],Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,84.9,1944.15,Yes
3978-['F' 'H' 'F' 'P' 'P'],Female,0,Yes,No,68,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,45.46,3130.35,No
7501-['F' 'V' 'S' 'T' 'O'],Male,1,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.1,1233.80,No
5754-['B' 'H' 'G' 'H' 'M'],Male,0,No,No,65,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,69.97,4561.15,No
1794-['O' 'L' 'O' 'N' 'G'],Male,0,No,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.25,1288.59,No
5313-['E' 'T' 'J' 'S' 'R'],Female,0,No,No,36,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,53.87,1945.65,No
9861-['Y' 'X' 'J' 'B' 'F'],Female,0,Yes,No,8,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,71.86,577.93,Yes
8519-['C' 'S' 'E' 'G' 'G'],Male,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.25,1017.13,No
3400-['K' 'W' 'G' 'F' 'F'],Male,0,Yes,Yes,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.25,776.09,No
8500-['P' 'M' 'B' 'S' 'S'],Female,0,Yes,No,63,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,49.07,3090.84,Yes
8826-['R' 'Y' 'F' 'B' 'S'],Female,0,No,Yes,37,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),75.7,2825.71,No
1153-['F' 'T' 'W' 'V' 'O'],Male,0,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.25,1177.74,No
7277-['C' 'K' 'H' 'Y' 'V'],Male,1,Yes,Yes,69,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),74.66,5140.64,No
1945-['Q' 'S' 'S' 'X' 'U'],Female,0,No,Yes,62,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Mailed check,78.3,4840.27,No
3886-['E' 'Z' 'P' 'F' 'N'],Female,0,No,Yes,62,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),70.24,4378.57,No
2657-['T' 'B' 'Y' 'R' 'R'],Female,0,No,No,45,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,81.46,3673.37,Yes
9428-['L' 'C' 'V' 'G' 'A'],Female,0,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),22.47,740.28,No
9356-['U' 'A' 'D' 'Z' 'A'],Female,0,Yes,Yes,71,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),70.6,5007.93,Yes
1140-['N' 'O' 'Q' 'L' 'G'],Female,0,No,Yes,51,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Electronic check,76.69,3889.94,Yes
3038-['S' 'W' 'C' 'R' 'Z'],Male,0,No,No,67,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,86.59,5817.39,No
8523-['Z' 'C' 'L' 'W' 'L'],Female,1,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),66.84,2419.76,No
3030-['B' 'H' 'N' 'E' 'C'],Male,0,Yes,No,41,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Mailed check,47.58,1940.50,No
1617-['G' 'K' 'O' 'B' 'E'],Male,0,Yes,No,53,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,47.21,2487.43,No
5458-['H' 'M' 'K' 'Q' 'O'],Male,0,Yes,No,60,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),53.1,3175.75,No
8154-['P' 'S' 'M' 'W' 'V'],Male,0,No,No,30,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,63.46,1900.43,Yes
8971-['K' 'R' 'R' 'J' 'Q'],Male,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,81.99,1641.58,Yes
8197-['Y' 'N' 'G' 'J' 'C'],Male,0,No,No,8,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,57.59,468.04,Yes
1093-['S' 'G' 'E' 'C' 'Y'],Female,0,Yes,Yes,27,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,49.66,1334.76,Yes
3550-['Z' 'V' 'F' 'N' 'G'],Female,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),85.57,629.96,Yes
7785-['K' 'U' 'C' 'I' 'H'],Male,0,No,No,27,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.09,2328.04,Yes
6593-['K' 'R' 'A' 'O' 'D'],Male,0,No,Yes,68,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),69.43,4725.69,Yes
9010-['R' 'W' 'O' 'C' 'G'],Female,1,No,Yes,71,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Mailed check,71.29,5066.69,No
9294-['Q' 'V' 'T' 'X' 'P'],Male,0,No,No,44,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),61.23,2685.07,No
9295-['C' 'T' 'O' 'A' 'J'],Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),63.88,273.39,Yes
7785-['G' 'N' 'P' 'O' 'G'],Male,0,No,No,28,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,79.95,2241.78,Yes
4436-['Y' 'J' 'I' 'I' 'F'],Female,0,Yes,Yes,47,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),82.87,3874.06,Yes
5599-['Y' 'L' 'W' 'T' 'T'],Male,0,No,No,22,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,85.76,1877.79,No
2389-['T' 'G' 'H' 'H' 'H'],Female,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,91.69,551.22,Yes
1001-['N' 'J' 'R' 'R' 'R'],Male,0,Yes,Yes,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.91,375.98,Yes
5623-['T' 'E' 'T' 'E' 'T'],Female,0,No,No,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,75.47,2454.71,Yes
7495-['J' 'Q' 'M' 'Q' 'R'],Male,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.54,149.37,No
5044-['Q' 'O' 'Z' 'L' 'J'],Female,0,No,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.87,178.67,Yes
8445-['J' 'K' 'F' 'A' 'F'],Male,0,Yes,No,68,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),54.82,3720.12,No
4775-['E' 'G' 'V' 'L' 'L'],Female,0,No,No,64,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),74.08,4734.70,No
9710-['B' 'A' 'W' 'Y' 'R'],Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.7,37.93,No
5715-['G' 'S' 'V' 'C' 'J'],Male,1,No,No,16,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),81.47,1303.45,Yes
6690-['K' 'E' 'B' 'H' 'N'],Male,0,Yes,No,39,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,97.09,3749.83,Yes
1999-['W' 'F' 'A' 'X' 'A'],Female,0,Yes,No,1,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),48.03,48.03,Yes
6479-['K' 'R' 'X' 'J' 'L'],Male,0,Yes,No,55,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),87.7,4831.76,No
9335-['E' 'P' 'X' 'L' 'F'],Female,0,No,No,23,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,53.84,1228.29,Yes
7590-['E' 'A' 'S' 'J' 'Y'],Female,0,Yes,No,24,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,45.55,1066.96,No
5734-['N' 'Y' 'U' 'C' 'F'],Female,0,No,No,10,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,76.87,786.53,Yes
1836-['Q' 'R' 'L' 'E' 'I'],Female,0,Yes,Yes,18,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,66.69,1193.44,Yes
7707-['I' 'C' 'A' 'V' 'O'],Male,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,27.65,1855.88,No
7153-['N' 'G' 'D' 'Z' 'E'],Female,0,Yes,No,64,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,54.67,3469.77,No
2075-['P' 'C' 'Q' 'M' 'F'],Female,1,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),76.55,5376.30,Yes
5452-['P' 'K' 'Q' 'E' 'F'],Male,0,No,No,57,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),45.86,2595.16,No
3420-['A' 'U' 'J' 'Q' 'C'],Male,0,No,Yes,44,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,70.99,3143.57,Yes
8227-['B' 'Q' 'D' 'B' 'E'],Male,0,No,No,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.67,207.06,No
1955-['Z' 'A' 'Z' 'D' 'G'],Male,0,Yes,No,54,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Mailed check,65.35,3534.86,No
7433-['A' 'U' 'V' 'P' 'V'],Male,1,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.25,1272.00,No
2201-['P' 'W' 'V' 'X' 'F'],Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.79,19.79,No
6161-['B' 'G' 'U' 'Q' 'C'],Male,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.31,568.68,No
5371-['L' 'B' 'G' 'Q' 'S'],Male,0,No,No,4,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),88.25,363.16,Yes
9651-['I' 'N' 'B' 'U' 'D'],Female,0,Yes,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.25,1158.76,No
6435-['S' 'U' 'P' 'V' 'Q'],Male,0,No,Yes,48,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,87.83,4208.78,Yes
4201-['Q' 'S' 'H' 'X' 'T'],Male,0,Yes,Yes,68,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,83.51,5657.23,Yes
7091-['Y' 'W' 'R' 'B' 'S'],Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.4,70.40,Yes
2623-['J' 'Y' 'C' 'Y' 'L'],Male,0,Yes,No,69,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,46.69,3218.14,Yes
